"Label","Description","Modality","Measurement","Atlas","rsf.pipeline"
"rsfMRI_fcnxpro129_falffPoint163_SPLleft","Superior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint163_SPLleft","Superior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint163_SPLleft","Superior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint164_SPLleft","Superior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint164_SPLleft","Superior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint164_SPLleft","Superior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint165_SPLleft","Superior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint165_SPLleft","Superior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint165_SPLleft","Superior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint166_SPLleft","Superior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint166_SPLleft","Superior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint166_SPLleft","Superior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint167_TempOccleft","Temporo-Occipital","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint167_TempOccleft","Temporo-Occipital","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint167_TempOccleft","Temporo-Occipital","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint168_TempOccleft","Temporo-Occipital","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint168_TempOccleft","Temporo-Occipital","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint168_TempOccleft","Temporo-Occipital","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint169_TempOccleft","Temporo-Occipital","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint169_TempOccleft","Temporo-Occipital","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint169_TempOccleft","Temporo-Occipital","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint170_TempOccleft","Temporo-Occipital","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint170_TempOccleft","Temporo-Occipital","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint170_TempOccleft","Temporo-Occipital","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint171_TempOccleft","Temporo-Occipital","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint171_TempOccleft","Temporo-Occipital","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint171_TempOccleft","Temporo-Occipital","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint172_TempOccleft","Temporo-Occipital","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint172_TempOccleft","Temporo-Occipital","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint172_TempOccleft","Temporo-Occipital","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint173_TempOccleft","Temporo-Occipital","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint173_TempOccleft","Temporo-Occipital","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint173_TempOccleft","Temporo-Occipital","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint174_TempOccleft","Temporo-Occipital","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint174_TempOccleft","Temporo-Occipital","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint174_TempOccleft","Temporo-Occipital","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint175_1left","Unknown Core: 1","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint175_1left","Unknown Core: 1","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint175_1left","Unknown Core: 1","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint176_2left","Global to Global","restingStatefMRI","Connectivity","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint176_2left","Global to Global","restingStatefMRI","Connectivity","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint176_2left","Global to Global","restingStatefMRI","Connectivity","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint177_3left","Unknown Core: 3","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint177_3left","Unknown Core: 3","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint177_3left","Unknown Core: 3","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint178_4left","Unknown Core: 4","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint178_4left","Unknown Core: 4","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint178_4left","Unknown Core: 4","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint179_5left","Unknown Core: 5","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint179_5left","Unknown Core: 5","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint179_5left","Unknown Core: 5","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint180_6left","Unknown Core: 6","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint180_6left","Unknown Core: 6","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint180_6left","Unknown Core: 6","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint181_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint181_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint181_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint182_Insleft","Unknown Core: ins","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint182_Insleft","Unknown Core: ins","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint182_Insleft","Unknown Core: ins","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint183_Insleft","Unknown Core: ins","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint183_Insleft","Unknown Core: ins","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint183_Insleft","Unknown Core: ins","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint184_ParOperleft","Unknown Core: paroper","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint184_ParOperleft","Unknown Core: paroper","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint184_ParOperleft","Unknown Core: paroper","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint185_ParOperleft","Unknown Core: paroper","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint185_ParOperleft","Unknown Core: paroper","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint185_ParOperleft","Unknown Core: paroper","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint186_ParOperleft","Unknown Core: paroper","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint186_ParOperleft","Unknown Core: paroper","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint186_ParOperleft","Unknown Core: paroper","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint187_STleft","Superior Temporal Gyrus","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint187_STleft","Superior Temporal Gyrus","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint187_STleft","Superior Temporal Gyrus","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint188_STleft","Superior Temporal Gyrus","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint188_STleft","Superior Temporal Gyrus","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint188_STleft","Superior Temporal Gyrus","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint189_STleft","Superior Temporal Gyrus","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint189_STleft","Superior Temporal Gyrus","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint189_STleft","Superior Temporal Gyrus","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint190_STleft","Superior Temporal Gyrus","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint190_STleft","Superior Temporal Gyrus","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint190_STleft","Superior Temporal Gyrus","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint191_1left","Unknown Core: 1","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint191_1left","Unknown Core: 1","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint191_1left","Unknown Core: 1","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint192_10left","Unknown Core: 10","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint192_10left","Unknown Core: 10","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint192_10left","Unknown Core: 10","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint193_11left","Unknown Core: 11","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint193_11left","Unknown Core: 11","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint193_11left","Unknown Core: 11","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint194_12left","Unknown Core: 12","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint194_12left","Unknown Core: 12","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint194_12left","Unknown Core: 12","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint195_13left","Unknown Core: 13","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint195_13left","Unknown Core: 13","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint195_13left","Unknown Core: 13","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint196_14left","Unknown Core: 14","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint196_14left","Unknown Core: 14","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint196_14left","Unknown Core: 14","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint197_15left","Unknown Core: 15","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint197_15left","Unknown Core: 15","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint197_15left","Unknown Core: 15","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint198_16left","Unknown Core: 16","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint198_16left","Unknown Core: 16","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint198_16left","Unknown Core: 16","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint199_17left","Unknown Core: 17","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint199_17left","Unknown Core: 17","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint199_17left","Unknown Core: 17","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint200_18left","Unknown Core: 18","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint200_18left","Unknown Core: 18","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint200_18left","Unknown Core: 18","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint201_19left","Unknown Core: 19","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint201_19left","Unknown Core: 19","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint201_19left","Unknown Core: 19","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint202_2left","Global to Global","restingStatefMRI","Connectivity","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint202_2left","Global to Global","restingStatefMRI","Connectivity","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint202_2left","Global to Global","restingStatefMRI","Connectivity","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint203_20left","Unknown Core: 20","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint203_20left","Unknown Core: 20","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint203_20left","Unknown Core: 20","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint204_21left","Unknown Core: 21","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint204_21left","Unknown Core: 21","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint204_21left","Unknown Core: 21","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint205_22left","Unknown Core: 22","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint205_22left","Unknown Core: 22","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint205_22left","Unknown Core: 22","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint206_23left","Unknown Core: 23","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint206_23left","Unknown Core: 23","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint206_23left","Unknown Core: 23","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint207_24left","Unknown Core: 24","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint207_24left","Unknown Core: 24","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint207_24left","Unknown Core: 24","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint208_25left","Unknown Core: 25","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint208_25left","Unknown Core: 25","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint208_25left","Unknown Core: 25","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint209_26left","Unknown Core: 26","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint209_26left","Unknown Core: 26","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint209_26left","Unknown Core: 26","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint210_27left","Unknown Core: 27","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint210_27left","Unknown Core: 27","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint210_27left","Unknown Core: 27","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint211_28left","Unknown Core: 28","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint211_28left","Unknown Core: 28","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint211_28left","Unknown Core: 28","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint212_29left","Unknown Core: 29","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint212_29left","Unknown Core: 29","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint212_29left","Unknown Core: 29","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint213_3left","Unknown Core: 3","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint213_3left","Unknown Core: 3","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint213_3left","Unknown Core: 3","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint214_4left","Unknown Core: 4","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint214_4left","Unknown Core: 4","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint214_4left","Unknown Core: 4","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint215_5left","Unknown Core: 5","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint215_5left","Unknown Core: 5","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint215_5left","Unknown Core: 5","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint216_6left","Unknown Core: 6","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint216_6left","Unknown Core: 6","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint216_6left","Unknown Core: 6","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint217_7left","Unknown Core: 7","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint217_7left","Unknown Core: 7","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint217_7left","Unknown Core: 7","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_falffPoint218_8left","Unknown Core: 8","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_alffPoint218_8left","Unknown Core: 8","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","129"
"rsfMRI_fcnxpro129_perafPoint218_8left","Unknown Core: 8","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","129"
